screen_name,username,user_id,tweet_id,tweet_url,timestamp,timestamp_epochs,text,text_html,links,hashtags,has_media,img_urls,video_url,likes,retweets,replies,is_replied,is_reply_to,parent_tweet_id,reply_to_users,disaster
Williem60552109,Williemcdonald,977676083804880896,1054444731424477184,/Williem60552109/status/1054444731424477184,2018-10-22 18:49:49,1540234189,I'm a disabled veteran that lost everything in the flood here in Louisiana in http://2016.my  wife is also disabled.everything we owned was paid for.we had to replace our home and our http://car.so  now we have to start all over again.we need about $17.000 to pay,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">I'm a disabled veteran that lost everything in the <strong>flood</strong> here in <strong>Louisiana</strong> in <a class=""twitter-timeline-link"" data-expanded-url=""http://2016.my"" dir=""ltr"" href=""https://t.co/RbNoaiPN42"" rel=""nofollow noopener"" target=""_blank"" title=""http://2016.my""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">2016.my</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> wife is also disabled.everything we owned was paid for.we had to replace our home and our <a class=""twitter-timeline-link"" data-expanded-url=""http://car.so"" dir=""ltr"" href=""https://t.co/YMFwptPP8M"" rel=""nofollow noopener"" target=""_blank"" title=""http://car.so""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">car.so</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> now we have to start all over again.we <strong>need</strong> about $17.000 to pay</p>","['http://2016.my', 'http://car.so']",[],False,[],,0,0,1,True,False,,[],floods
Raventlynn,Tracey LeMaster,230743982,1053044120015515651,/Raventlynn/status/1053044120015515651,2018-10-18 22:04:17,1539900257,"Moron! I guess Puerto Rico needs to put stilts under their island, Louisiana, you need to grow some legs so you aren't on the water. Oh, and HEY, TEXAS,,, you wouldn't FLOOD if you raised your roads up off the... https://www.facebook.com/TraceyLemaster/posts/10156797488078055 …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Moron! I guess Puerto Rico needs to put stilts under their island, <strong>Louisiana</strong>, you <strong>need</strong> to grow some legs so you aren't on the water. Oh, and HEY, TEXAS,,, you wouldn't <strong>FLOOD</strong> if you raised your roads up off the... <a class=""twitter-timeline-link"" data-expanded-url=""https://www.facebook.com/TraceyLemaster/posts/10156797488078055"" dir=""ltr"" href=""https://t.co/gds2LlQS2x"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.facebook.com/TraceyLemaster/posts/10156797488078055""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">facebook.com/TraceyLemaster</span><span class=""invisible"">/posts/10156797488078055</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://www.facebook.com/TraceyLemaster/posts/10156797488078055'],[],False,[],,0,0,0,False,False,,[],floods
Williem60552109,Williemcdonald,977676083804880896,1052916426741309440,/Williem60552109/status/1052916426741309440,2018-10-18 13:36:53,1539869813,My wife and I are both disabled and need help to pay off our mobile home and our car that we had to get after the flood of 2016 here in Louisiana my GoFundMe account williemcdonald1957@gmail.com,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">My wife and I are both disabled and <strong>need</strong> help to pay off our mobile home and our car that we had to get after the <strong>flood</strong> of 2016 here in <strong>Louisiana</strong> my GoFundMe account williemcdonald1957@gmail.com</p>",[],[],False,[],,0,0,0,False,False,,[],floods
EMAW2008,Scott in Manhattan,2279446670,1052763409152991234,/EMAW2008/status/1052763409152991234,2018-10-18 03:28:50,1539833330,"What about the Hurricanes? Florida, Louisiana need to clean up their act. Every year the same thing. And floods and tornadoes in the Midwest. Clean it all up bigly people!","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">What about the Hurricanes? Florida, <strong>Louisiana</strong> <strong>need</strong> to clean up their act. Every year the same thing. And <strong>floods</strong> and tornadoes in the Midwest. Clean it all up bigly people!</p>",[],[],False,[],,3,0,0,False,True,1.0527035549206979e+18,"[{'screen_name': 'thehill', 'user_id': '1917731'}, {'screen_name': 'realDonaldTrump', 'user_id': '25073877'}]",floods
lexibreigh,lexi 🌻,1521167348,1052170638855741441,/lexibreigh/status/1052170638855741441,2018-10-16 12:13:23,1539692003,"If you live in south Louisiana & don’t know how to drive in flood waters, you need to relocate !!!!!!!!","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">If you live in south <strong>Louisiana</strong> &amp; don’t know how to drive in <strong>flood</strong> waters, you <strong>need</strong> to relocate !!!!!!!!</p>",[],[],False,[],,4,0,0,False,False,,[],floods
RepGarretGraves,Rep. Garret Graves,2951574214,1048329097598984193,/RepGarretGraves/status/1048329097598984193,2018-10-05 21:48:28,1538776108,"These students have experienced extraordinary challenges after the 2016 flood. We don’t need to exacerbate that or make it worse by also taking resources away from our schools.
Disaster recovery reform to give south Louisiana schools millions in aid http://www.wafb.com/2018/10/04/disaster-recovery-reform-give-south-louisiana-schools-millions-aid/ …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">These students have experienced extraordinary challenges after the 2016 <strong>flood</strong>. We don’t <strong>need</strong> to exacerbate that or make it worse by also taking resources away from our schools.
Disaster recovery reform to give south <strong>Louisiana</strong> schools millions in aid <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""http://www.wafb.com/2018/10/04/disaster-recovery-reform-give-south-louisiana-schools-millions-aid/"" dir=""ltr"" href=""https://t.co/IKMDVGQGoA"" rel=""nofollow noopener"" target=""_blank"" title=""http://www.wafb.com/2018/10/04/disaster-recovery-reform-give-south-louisiana-schools-millions-aid/""><span class=""tco-ellipsis""></span><span class=""invisible"">http://www.</span><span class=""js-display-url"">wafb.com/2018/10/04/dis</span><span class=""invisible"">aster-recovery-reform-give-south-louisiana-schools-millions-aid/</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['http://www.wafb.com/2018/10/04/disaster-recovery-reform-give-south-louisiana-schools-millions-aid/'],[],False,[],,14,2,1,True,False,,[],floods
delaine_jamie,Jamie Delaine,1018500441045389313,1046247420500168704,/delaine_jamie/status/1046247420500168704,2018-09-30 03:56:38,1538279798,"Will pray for her, Gretchen. As our area of Louisiana was ground zero in the Great Flood of ‘16, I can tell you they need manpower immediately to get in & get house gutted to begin the dry out process, sort through items, take things to the road etc. Can any sweet Vets help out?","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Will pray for her, Gretchen. As our area of <strong>Louisiana</strong> was ground zero in the Great <strong>Flood</strong> of ‘16, I can tell you they <strong>need</strong> manpower immediately to get in &amp; get house gutted to begin the dry out process, sort through items, take things to the road etc. Can any sweet Vets help out?</p>",[],[],False,[],,0,0,0,False,True,1.0461222546759066e+18,"[{'screen_name': 'codeofvets', 'user_id': '856288002435420160'}]",floods
NWOwatchman,✟ Logos 2030 - Tribulation Ready ✟ 🌐,908099057951891456,1195916355675004928,/NWOwatchman/status/1195916355675004928,2019-11-17 04:07:32,1573963652,"Look at Louisiana...

If HRC runs she will when because the Clinton's r great at fixing after a loss.

They have had 3 years of unobstructed mass legal and illegal immigration to flood the counties they need to flip states.
#TribulationReady2026","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Look at <strong>Louisiana</strong>...

If HRC runs she will when because the Clinton's r great at fixing after a loss.

They have had 3 years of unobstructed mass legal and illegal immigration to <strong>flood</strong> the counties they <strong>need</strong> to flip states.
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/TribulationReady2026?src=hash""><s>#</s><b>TribulationReady2026</b></a></p>",[],['TribulationReady2026'],False,[],,1,1,0,False,False,,[],floods
DarryDekens1,Southern Justice,885608967996674048,1195673083111235584,/DarryDekens1/status/1195673083111235584,2019-11-16 12:00:52,1573905652,"https://youtu.be/l4O6orkNJc4 
 #VoteRedToSaveLouisiana 
Watch @jasoninthehouse question Gov Edwards about #Louisiana flood victims.... #Louisiana doesn't need #Clueless 
GET OUT AND VOTE!!!
#VoteRispone
#VoteRed","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-timeline-link"" data-expanded-url=""https://youtu.be/l4O6orkNJc4"" dir=""ltr"" href=""https://t.co/QpqOS5ggeY"" rel=""nofollow noopener"" target=""_blank"" title=""https://youtu.be/l4O6orkNJc4""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">youtu.be/l4O6orkNJc4</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a>
<img alt=""🚨"" aria-label=""Emoji: Police cars revolving light"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f6a8.png"" title=""Police cars revolving light""/> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/VoteRedToSaveLouisiana?src=hash""><s>#</s><b>VoteRedToSaveLouisiana</b></a> <img alt=""🚨"" aria-label=""Emoji: Police cars revolving light"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f6a8.png"" title=""Police cars revolving light""/>
Watch <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""17800215"" dir=""ltr"" href=""/jasoninthehouse""><s>@</s><b>jasoninthehouse</b></a> question Gov Edwards about <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Louisiana?src=hash""><s>#</s><b><strong>Louisiana</strong></b></a> <strong>flood</strong> victims.... <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Louisiana?src=hash""><s>#</s><b><strong>Louisiana</strong></b></a> doesn't <strong>need</strong> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Clueless?src=hash""><s>#</s><b>Clueless</b></a> 
GET OUT AND VOTE!!!
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/VoteRispone?src=hash""><s>#</s><b>VoteRispone</b></a>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/VoteRed?src=hash""><s>#</s><b>VoteRed</b></a></p>",['https://youtu.be/l4O6orkNJc4'],"['VoteRedToSaveLouisiana', 'Louisiana', 'Louisiana', 'Clueless', 'VoteRispone', 'VoteRed']",False,[],,0,0,0,False,False,,[],floods
GarofaloWX,Meredith Garofalo,247503175,1188008977109372929,/GarofaloWX/status/1188008977109372929,2019-10-26 08:26:26,1572078386,**BREAKING** A Flash Flood Emergency has been issued in Southern Louisiana including Houma until 5:45 AM CT as heavy rain will lead to life-threatening flash flooding in these Parishes.  Move to higher ground and do not travel unless you need to or are told to evacuate. #lawxpic.twitter.com/IYK1FiX0oT,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">**BREAKING** A Flash <strong>Flood</strong> Emergency has been issued in Southern <strong>Louisiana</strong> including Houma until 5:45 AM CT as heavy rain will lead to life-threatening flash flooding in these Parishes.  Move to higher ground and do not travel unless you <strong>need</strong> to or are told to evacuate. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/lawx?src=hash""><s>#</s><b>lawx</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/IYK1FiX0oT"">pic.twitter.com/IYK1FiX0oT</a></p>",[],['lawxpic'],True,['https://pbs.twimg.com/media/EHyn3cxU4AAbTvL.jpg'],,13,9,0,False,False,,[],floods
WeatherNation,WeatherNation,25531732,1188008933220179968,/WeatherNation/status/1188008933220179968,2019-10-26 08:26:16,1572078376,**BREAKING** A Flash Flood Emergency has been issued in Southern Louisiana including Houma until 5:45 AM CT as heavy rain will lead to life-threatening flash flooding in these Parishes.  Move to higher ground and do not travel unless you need to or are told to evacuate. #lawxpic.twitter.com/vM5UK3uEyJ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">**BREAKING** A Flash <strong>Flood</strong> Emergency has been issued in Southern <strong>Louisiana</strong> including Houma until 5:45 AM CT as heavy rain will lead to life-threatening flash flooding in these Parishes.  Move to higher ground and do not travel unless you <strong>need</strong> to or are told to evacuate. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/lawx?src=hash""><s>#</s><b>lawx</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/vM5UK3uEyJ"">pic.twitter.com/vM5UK3uEyJ</a></p>",[],['lawxpic'],True,['https://pbs.twimg.com/media/EHyn07FU0AAXuJB.jpg'],,24,16,1,True,False,,[],floods
heatherpeno,"“Nicky""",18338324,1206746125249716226,/heatherpeno/status/1206746125249716226,2019-12-17 01:21:11,1576545671,"For example, in Durham v. McFarland, Gay & Clay, Inc., 527 So.2d 403
(La. Ct. App. 1988), the Court of Appeal of Louisiana affirmed
judgment in favor of an insured where an agent breached his duty to
advise the insured of the need for residential flood protection.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">For example, in Durham v. McFarland, Gay &amp; Clay, Inc., 527 So.2d 403
(La. Ct. App. 1988), the Court of Appeal of <strong>Louisiana</strong> affirmed
judgment in favor of an insured where an agent breached his duty to
advise the insured of the <strong>need</strong> for residential <strong>flood</strong> protection.</p>",[],[],False,[],,0,1,0,False,False,,[],floods
BurrowsHeisman,Heisman Treauxphy,1200485233818296320,1206502144481865729,/BurrowsHeisman/status/1206502144481865729,2019-12-16 09:11:41,1576487501,"Let's get it Louisiana. We know all about getting help when it's need it. 
Pay it forward. @CajunNavyRelief @CajunNavy411 it's not a flood but its who we are. Help spread the word. #HeismanTreauxphyhttps://twitter.com/225Shelby/status/1206176189980774400 …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Let's get it <strong>Louisiana</strong>. We know all about getting help when it's <strong>need</strong> it. 
Pay it forward. <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""774378294317686784"" dir=""ltr"" href=""/CajunNavyRelief""><s>@</s><b>CajunNavyRelief</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""903623354611060736"" dir=""ltr"" href=""/CajunNavy411""><s>@</s><b>CajunNavy411</b></a> it's not a <strong>flood</strong> but its who we are. Help spread the word. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/HeismanTreauxphy?src=hash""><s>#</s><b>HeismanTreauxphy</b></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/225Shelby/status/1206176189980774400"" dir=""ltr"" href=""https://t.co/ziijklTHXU"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/225Shelby/status/1206176189980774400""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/225Shelby/stat</span><span class=""invisible"">us/1206176189980774400</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://twitter.com/225Shelby/status/1206176189980774400'],['HeismanTreauxphyhttps'],False,[],,1,1,1,True,False,,[],floods
DanielPAldrich,Daniel P. Aldrich,593950896,1204414664920010752,/DanielPAldrich/status/1204414664920010752,2019-12-10 14:56:47,1575989807,New #chapter from @Chell_Meyer et al: The 2016 Unexpected Mid-State Louisiana Flood: With Special Focus on the Different Rescue and Recovery Responses It Engendered https://link.springer.com/chapter/10.1007/978-3-030-27205-0_10 … TL;DR: we need more analyses of flood and rescue needs along with social vulnerability pic.twitter.com/AavPagx3mn,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">New <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/chapter?src=hash""><s>#</s><b>chapter</b></a> from <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""103115805"" dir=""ltr"" href=""/Chell_Meyer""><s>@</s><b>Chell_Meyer</b></a> et al: The 2016 Unexpected Mid-State <strong>Louisiana</strong> <strong>Flood</strong>: With Special Focus on the Different Rescue and Recovery Responses It Engendered <a class=""twitter-timeline-link"" data-expanded-url=""https://link.springer.com/chapter/10.1007/978-3-030-27205-0_10"" dir=""ltr"" href=""https://t.co/vgxjBOGitY"" rel=""nofollow noopener"" target=""_blank"" title=""https://link.springer.com/chapter/10.1007/978-3-030-27205-0_10""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">link.springer.com/chapter/10.100</span><span class=""invisible"">7/978-3-030-27205-0_10</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a> TL;DR: we <strong>need</strong> more analyses of <strong>flood</strong> and rescue needs along with social vulnerability <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/AavPagx3mn"">pic.twitter.com/AavPagx3mn</a></p>",['https://link.springer.com/chapter/10.1007/978-3-030-27205-0_10'],['chapter'],True,['https://pbs.twimg.com/media/ELbwwMmU8AMDqlt.jpg'],,0,0,0,False,False,,[],floods
MorganVsScotch,FEB 16th 😜,3239742085,1204395148186140673,/MorganVsScotch/status/1204395148186140673,2019-12-10 13:39:14,1575985154,@louisiana we need some state closures for this rain every now and again. It’s pretty hard to reach your destination if one rainfall floods the whole city.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""3455606593"" dir=""ltr"" href=""/Louisiana""><s>@</s><b><strong>louisiana</strong></b></a> we <strong>need</strong> some state closures for this rain every now and again. It’s pretty hard to reach your destination if one rainfall <strong>floods</strong> the whole city.</p>",[],[],False,[],,0,0,0,False,False,,[],floods
Thegame1173,Carlos Herrera,27065683,1201129749445300226,/Thegame1173/status/1201129749445300226,2019-12-01 13:23:42,1575206622,"Do you mean the way you were kind years back to the people at Louisiana that got hit with fatal floods and you had your building closed to those in need, while you were safe and dry in your multi-million dollar home that you purchased from everyone else's money?","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Do you mean the way you were kind years back to the people at <strong>Louisiana</strong> that got hit with fatal <strong>floods</strong> and you had your building closed to those in <strong>need</strong>, while you were safe and dry in your multi-million dollar home that you purchased from everyone else's money?</p>",[],[],False,[],,0,0,0,False,True,1.2011252941381755e+18,"[{'screen_name': 'JoelOsteen', 'user_id': '20545055'}]",floods
